key_id,player_id,family_name,given_name,birth_date,female,goal_keeper,defender,midfielder,forward,count_tournaments,list_tournaments,player_wikipedia_link
2333,P-70280,de Vrij,Stefan,1992-02-05,0,0,1,0,0,2,"2014, 2022",https://en.wikipedia.org/wiki/Stefan_de_Vrij
2340,P-56669,Debast,Zeno,2003-10-24,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Zeno_Debast
2354,P-59727,Degenek,Miloš,1994-04-28,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Milo%C5%A1_Degenek
2367,P-57615,Delaney,Thomas,1991-09-03,0,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Thomas_Delaney
2386,P-97778,Dembélé,Ousmane,1997-05-15,0,0,0,0,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Ousmane_Demb%C3%A9l%C3%A9
2395,P-73834,Dendoncker,Leander,1995-04-15,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Leander_Dendoncker
2398,P-68599,Deng,Thomas,1997-03-20,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Thomas_Deng
2404,P-27540,Depay,Memphis,1994-02-13,0,0,0,0,1,2,"2014, 2022",https://en.wikipedia.org/wiki/Memphis_Depay
2415,P-89452,Dest,Sergiño,2000-11-03,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Sergi%C3%B1o_Dest
2422,P-64249,Devlin,Cameron,1998-06-07,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Cameron_Devlin
2439,P-42113,Di María,Ángel,1988-02-14,0,0,0,1,1,4,"2010, 2014, 2018, 2022",https://en.wikipedia.org/wiki/%C3%81ngel_Di_Mar%C3%ADa
2443,P-33622,Dia,Boulaye,1996-11-16,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Boulaye_Dia
2450,P-77769,Diallo,Abdou,1996-05-04,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Abdou_Diallo
2457,P-10712,Dias,Rúben,1997-05-14,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/R%C3%BAben_Dias
2458,P-09292,Diatta,Krépin,1999-02-25,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Kr%C3%A9pin_Diatta
2485,P-27280,Diédhiou,Famara,1992-12-15,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Famara_Di%C3%A9dhiou
2487,P-88928,Dieng,Bamba,2000-03-23,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Bamba_Dieng
2488,P-99821,Dieng,Seny,1994-11-23,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Seny_Dieng
2490,P-31219,Dier,Eric,1994-01-15,0,0,1,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Eric_Dier
2521,P-91324,Disasi,Axel,1998-03-11,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Axel_Disasi
2533,P-59808,Djiku,Alexander,1994-08-09,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Alexander_Djiku
2540,P-72770,Dmitrović,Marko,1992-01-24,0,1,0,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Marko_Dmitrovi%C4%87
2541,P-58907,Dōan,Ritsu,1998-06-16,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Ritsu_D%C5%8Dan
2556,P-29578,Doku,Jérémy,2002-05-27,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/J%C3%A9r%C3%A9my_Doku
2558,P-72592,Dolberg,Kasper,1997-10-06,0,0,0,0,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Kasper_Dolberg
2566,P-94877,Domínguez,Alexander,1987-06-05,0,1,0,0,0,2,"2014, 2022",https://en.wikipedia.org/wiki/Alexander_Dom%C3%ADnguez
2606,P-49094,Dräger,Mohamed,1996-06-25,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Mohamed_Dr%C3%A4ger
2625,P-97912,Duarte,Óscar,1989-06-03,0,0,1,0,0,3,"2014, 2018, 2022","https://en.wikipedia.org/wiki/%C3%93scar_Duarte_(footballer,_born_1989)"
2639,P-91029,Duke,Mitchell,1991-01-18,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Mitchell_Duke
2644,P-97615,Dumfries,Denzel,1996-04-18,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Denzel_Dumfries
2663,P-79754,Đuričić,Filip,1992-01-30,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Filip_%C4%90uri%C4%8Di%C4%87
2673,P-28151,Dybala,Paulo,1993-11-15,0,0,0,0,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Paulo_Dybala
2693,P-02759,Ebosse,Enzo,1999-03-11,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Enzo_Ebosse
2708,P-89248,Ederson,not applicable,1993-08-17,0,1,0,0,0,2,"2018, 2022","https://en.wikipedia.org/wiki/Ederson_(footballer,_born_1993)"
2771,P-80656,El Khannous,Bilal,2004-05-10,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Bilal_El_Khannous
2777,P-14026,El Yamiq,Jawad,1992-02-29,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Jawad_El_Yamiq
2809,P-19193,Elvedi,Nico,1996-09-30,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Nico_Elvedi
2814,P-19075,Embolo,Breel,1997-02-14,0,0,0,0,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Breel_Embolo
2823,P-42517,En-Nesyri,Youssef,1997-06-01,0,0,0,0,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Youssef_En-Nesyri
2829,P-53282,Endo,Wataru,1993-02-09,0,0,1,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Wataru_Endo
2847,P-70357,Epassy,Devis,1993-02-02,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Devis_Epassy
2848,P-55665,Eraković,Strahinja,2001-01-22,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Strahinja_Erakovi%C4%87
2858,P-50104,Eriksen,Christian,1992-02-14,0,0,0,1,0,3,"2010, 2018, 2022",https://en.wikipedia.org/wiki/Christian_Eriksen
2867,P-01196,Erlić,Martin,1998-01-24,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Martin_Erli%C4%87
2901,P-44851,Estrada,Michael,1996-04-07,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Michael_Estrada
2902,P-52697,Estupiñán,Pervis,1998-01-21,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Pervis_Estupi%C3%B1%C3%A1n
2912,P-28794,Eustáquio,Stephen,1996-12-21,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Stephen_Eust%C3%A1quio
2928,P-95374,Ezatolahi,Saeid,1996-10-01,0,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Saeid_Ezatolahi
2932,P-21052,Ezzalzouli,Abde,2001-12-17,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Abde_Ezzalzouli
2938,P-77071,Fabinho,not applicable,1993-10-23,0,0,0,1,0,1,2022,"https://en.wikipedia.org/wiki/Fabinho_(footballer,_born_1993)"
2945,P-61413,Faes,Wout,1998-04-03,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Wout_Faes
2951,P-47677,Fai,Collins,1992-08-13,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Collins_Fai
2976,P-71875,Fassnacht,Christian,1993-11-11,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Christian_Fassnacht
2978,P-33854,Fati,Ansu,2002-10-31,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Ansu_Fati
3000,P-17931,Félix,João,1999-11-10,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Jo%C3%A3o_F%C3%A9lix
3010,P-39584,Fernandes,Bruno,1994-09-08,0,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Bruno_Fernandes
3012,P-29932,Fernandes,Edimilson,1996-04-15,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Edimilson_Fernandes
3020,P-10739,Fernández,Enzo,2001-01-17,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Enzo_Fern%C3%A1ndez
3046,P-34132,Ferreira,Jesús,2000-12-24,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Jes%C3%BAs_Ferreira
3127,P-10501,Foden,Phil,2000-05-28,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Phil_Foden
3129,P-23304,Fofana,Youssouf,1999-01-10,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Youssouf_Fofana_(footballer)
3170,P-00652,Foyth,Juan,1998-01-12,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Juan_Foyth
3181,P-28364,Franco,Alan,1998-08-21,0,0,0,1,0,1,2022,"https://en.wikipedia.org/wiki/Alan_Franco_(footballer,_born_1998)"
3191,P-23437,Frankowski,Przemysław,1995-04-12,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Przemys%C5%82aw_Frankowski
3195,P-32574,Fraser,Liam,1998-02-13,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Liam_Fraser
3198,P-74941,Fred,not applicable,1993-03-05,0,0,0,1,0,2,"2018, 2022","https://en.wikipedia.org/wiki/Fred_(footballer,_born_1993)"
3201,P-00244,Frei,Fabian,1989-01-08,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Fabian_Frei
3204,P-68060,Freuler,Remo,1992-04-15,0,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Remo_Freuler
3218,P-70227,Frimpong,Jeremie,2000-12-10,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Jeremie_Frimpong
3234,P-80986,Fuller,Keysher,1994-07-12,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Keysher_Fuller
3235,P-46246,Füllkrug,Niclas,1993-02-09,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Niclas_F%C3%BCllkrug
3238,P-51689,Funes Mori,Rogelio,1991-03-05,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Rogelio_Funes_Mori
3248,P-22110,Gaber,Jassem,2002-02-20,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Jassem_Gaber
3266,P-28911,Gakpo,Cody,1999-05-07,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Cody_Gakpo
3277,P-56347,Galíndez,Hernán,1987-03-30,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Hern%C3%A1n_Gal%C3%ADndez
3282,P-46540,Gallagher,Conor,2000-02-06,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Conor_Gallagher
3285,P-80088,Gallardo,Jesús,1994-08-15,0,0,1,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Jes%C3%BAs_Gallardo
3322,P-37420,García,Eric,2001-01-09,0,0,1,0,0,1,2022,"https://en.wikipedia.org/wiki/Eric_Garc%C3%ADa_(footballer,_born_2001)"
3361,P-88433,Gavi,not applicable,2004-08-05,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Gavi_(footballer)
3421,P-68161,Ghandri,Nader,1995-02-18,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Nader_Ghandri
3431,P-87786,Ghoddos,Saman,1993-09-06,0,0,0,1,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Saman_Ghoddos
3433,P-45653,Gholizadeh,Ali,1996-03-10,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Ali_Gholizadeh
3454,P-65659,Giménez,José,1995-01-20,0,0,1,0,0,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/Jos%C3%A9_Gim%C3%A9nez
3457,P-36126,Ginter,Matthias,1994-01-19,0,0,1,0,0,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/Matthias_Ginter
3463,P-89750,Giroud,Olivier,1986-09-30,0,0,0,0,1,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/Olivier_Giroud
3478,P-29046,Glik,Kamil,1988-02-03,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Kamil_Glik
3483,P-75989,Gnabry,Serge,1995-07-14,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Serge_Gnabry
3487,P-78440,Godín,Diego,1986-02-16,0,0,1,0,0,4,"2010, 2014, 2018, 2022",https://en.wikipedia.org/wiki/Diego_God%C3%ADn
3519,P-70671,Gómez,Maxi,1996-08-14,0,0,0,0,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Maxi_G%C3%B3mez
3520,P-10231,Gómez,Papu,1988-02-15,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Papu_G%C3%B3mez
3525,P-53694,Gomis,Alfred,1993-09-05,0,1,0,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Alfred_Gomis
3529,P-66906,Gonda,Shūichi,1989-03-03,0,1,0,0,0,2,"2014, 2022",https://en.wikipedia.org/wiki/Sh%C5%ABichi_Gonda
3569,P-82010,Goodwin,Craig,1991-12-16,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Craig_Goodwin
3578,P-79409,Goretzka,Leon,1995-02-06,0,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Leon_Goretzka
3594,P-63673,Götze,Mario,1992-06-03,0,0,0,1,0,2,"2014, 2022",https://en.wikipedia.org/wiki/Mario_G%C3%B6tze
3595,P-63923,Gouet,Samuel,1997-12-14,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Samuel_Gouet
3605,P-90913,Grabara,Kamil,1999-01-08,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Kamil_Grabara
3632,P-32870,Grbić,Ivo,1996-01-18,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Ivo_Grbi%C4%87_(footballer)
3633,P-21153,Grealish,Jack,1995-09-10,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Jack_Grealish
3650,P-90908,Griezmann,Antoine,1991-03-21,0,0,0,0,1,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/Antoine_Griezmann
3663,P-64261,Grosicki,Kamil,1988-06-08,0,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Kamil_Grosicki
3668,P-13321,Gruezo,Carlos,1995-04-19,0,0,0,1,0,2,"2014, 2022","https://en.wikipedia.org/wiki/Carlos_Gruezo_(footballer,_born_1995)"
3669,P-89573,Grujić,Marko,1996-04-13,0,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Marko_Gruji%C4%87
3678,P-40312,Guardado,Andrés,1986-09-28,0,0,0,1,0,5,"2006, 2010, 2014, 2018, 2022",https://en.wikipedia.org/wiki/Andr%C3%A9s_Guardado
3686,P-24610,Gudelj,Nemanja,1991-11-16,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Nemanja_Gudelj
3689,P-87169,Gue-sung,Cho,1998-01-25,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Cho_Gue-sung
3696,P-32431,Guendouzi,Matteo,1999-04-14,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Matteo_Guendouzi
3698,P-67578,Guerreiro,Raphaël,1993-12-22,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Rapha%C3%ABl_Guerreiro
3707,P-40621,Gueye,Idrissa,1989-09-26,0,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Idrissa_Gueye
3708,P-45280,Gueye,Pape,1999-01-24,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Pape_Gueye
3712,P-87958,Guillamón,Hugo,2000-01-31,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Hugo_Guillam%C3%B3n
3716,P-74688,Guimarães,Bruno,1997-11-16,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Bruno_Guimar%C3%A3es
3725,P-42168,Gumny,Robert,1998-06-04,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Robert_Gumny
3727,P-08896,Gündoğan,İlkay,1990-10-24,0,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/%C4%B0lkay_G%C3%BCndo%C4%9Fan
3731,P-92343,Gunter,Chris,1989-07-21,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Chris_Gunter
3732,P-63385,Günter,Christian,1993-02-28,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Christian_G%C3%BCnter
3743,P-64299,Gutiérrez,Érick,1995-06-15,0,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/%C3%89rick_Guti%C3%A9rrez
3758,P-58420,Gvardiol,Joško,2002-01-23,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Jo%C5%A1ko_Gvardiol
3794,P-75785,Hajsafi,Ehsan,1990-02-25,0,0,1,1,0,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/Ehsan_Hajsafi
3798,P-45288,Hakimi,Achraf,1998-11-04,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Achraf_Hakimi
3815,P-90423,Hamdallah,Abderrazak,1990-12-17,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Abderrazak_Hamdallah
3879,P-37173,Harris,Mark,1998-12-29,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Mark_Harris_(Welsh_footballer)
3895,P-01258,Hassan,Abdelkarim,1993-08-28,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Abdelkarim_Hassan
3900,P-75618,Hassan,Yousef,1996-05-24,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Yousef_Hassan
3902,P-57303,Hassen,Mouez,1995-03-05,0,1,0,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Mouez_Hassen
3907,P-97800,Hatem,Abdulaziz,1990-01-01,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Abdulaziz_Hatem
3913,P-77743,Havertz,Kai,1999-06-11,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Kai_Havertz
3922,P-72011,Hazard,Eden,1991-01-07,0,0,0,1,1,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/Eden_Hazard
3923,P-74337,Hazard,Thorgan,1993-03-29,0,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Thorgan_Hazard
3958,P-08169,Henderson,Jordan,1990-06-17,0,0,0,1,0,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/Jordan_Henderson
3963,P-46457,Hennessey,Wayne,1987-01-24,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Wayne_Hennessey
3991,P-84424,Hernandez,Lucas,1996-02-14,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Lucas_Hernandez
3992,P-09867,Hernandez,Théo,1997-10-06,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Th%C3%A9o_Hernandez
3995,P-14872,Hernández,Anthony,2001-10-11,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Anthony_Hern%C3%A1ndez
4011,P-42911,Herrera,Héctor,1990-04-19,0,0,1,1,0,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/H%C3%A9ctor_Herrera
4048,P-29713,Hincapié,Piero,2002-01-09,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Piero_Hincapi%C3%A9
4077,P-18188,Hofmann,Jonas,1992-07-14,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Jonas_Hofmann
4086,P-35706,Hoilett,Junior,1990-06-05,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Junior_Hoilett
4087,P-98199,Højbjerg,Pierre-Emile,1995-08-05,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Pierre-Emile_H%C3%B8jbjerg
4106,P-91889,Hong,Chul,1990-09-17,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Hong_Chul
4115,P-34633,Hongla,Martin,1998-03-16,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Martin_Hongla
4126,P-05304,Horta,Ricardo,1994-09-15,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Ricardo_Horta
4129,P-01792,Horvath,Ethan,1995-06-09,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Ethan_Horvath
4133,P-28492,Hosseini,Hossein,1992-06-30,0,1,0,0,0,1,2022,"https://en.wikipedia.org/wiki/Hossein_Hosseini_(footballer,_born_1992)"
4135,P-15905,Hosseini,Majid,1996-06-20,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Majid_Hosseini
4161,P-82945,Hrustic,Ajdin,1996-07-05,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Ajdin_Hrustic
4203,P-03472,Hutchinson,Atiba,1983-02-08,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Atiba_Hutchinson
4209,P-58692,Hwang,Hee-chan,1996-01-26,0,0,0,1,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Hwang_Hee-chan
4228,P-34543,Ibarra,Romario,1994-09-24,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Romario_Ibarra
4240,P-22128,Ifa,Bilel,1990-03-09,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Bilel_Ifa
4257,P-67641,Ilić,Ivan,2001-03-17,0,0,0,1,0,1,2022,"https://en.wikipedia.org/wiki/Ivan_Ili%C4%87_(footballer,_born_2001)"
4273,P-67516,In-beom,Hwang,1996-09-20,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Hwang_In-beom
4307,P-34822,Irvine,Jackson,1993-03-07,0,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Jackson_Irvine
4327,P-62854,Issahaku,Abdul Fatawu,2004-03-08,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Abdul_Fatawu_Issahaku
4328,P-35225,Itakura,Ko,1997-01-27,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Ko_Itakura
4331,P-41902,Ito,Hiroki,1999-05-12,0,0,1,0,0,1,2022,"https://en.wikipedia.org/wiki/Hiroki_Ito_(footballer,_born_1999)"
4332,P-86909,Ito,Junya,1993-03-09,0,0,0,1,0,1,2022,"https://en.wikipedia.org/wiki/Junya_Ito_(footballer,_born_1993)"
4347,P-94815,Ivušić,Ivica,1995-02-01,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Ivica_Ivu%C5%A1i%C4%87
4361,P-86644,Jabrane,Yahya,1991-06-18,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Yahya_Jabrane
4368,P-86937,Jackson,Nicolas,2001-06-20,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Nicolas_Jackson
4376,P-98775,Jahanbakhsh,Alireza,1993-08-11,0,0,0,1,1,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/Alireza_Jahanbakhsh
4383,P-86466,Jakić,Kristijan,1997-05-14,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Kristijan_Jaki%C4%87
4387,P-54506,Jakobs,Ismail,1999-08-17,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Ismail_Jakobs
4395,P-62858,Jalali,Abolfazl,1998-06-26,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Abolfazl_Jalali
4399,P-74707,James,Daniel,1997-11-10,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Daniel_James_(footballer)
4426,P-57087,Janssen,Vincent,1994-06-15,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Vincent_Janssen
4443,P-17496,Jashari,Ardon,2002-07-30,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Ardon_Jashari
4450,P-82056,Jaziri,Seifeddine,1993-02-12,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Seifeddine_Jaziri
4454,P-11346,Jebali,Issam,1991-12-25,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Issam_Jebali
4458,P-61813,Jędrzejczyk,Artur,1987-11-04,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Artur_J%C4%99drzejczyk
4476,P-26593,Jensen,Mathias,1996-01-01,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Mathias_Jensen
4487,P-92004,Jesus,Gabriel,1997-04-03,0,0,0,0,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Gabriel_Jesus
4499,P-57865,Jiménez,Raúl,1991-05-05,0,0,0,0,1,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/Ra%C3%BAl_Jim%C3%A9nez
4503,P-82889,Jin-su,Kim,1992-06-13,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Kim_Jin-su
4506,P-04157,Jo,Hyeon-woo,1991-09-25,0,1,0,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Jo_Hyeon-woo
4535,P-57098,Johnson,Brennan,2001-05-23,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Brennan_Johnson
4541,P-38940,Johnson,Sean,1989-05-31,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Sean_Johnson_(soccer)
4544,P-12635,Johnston,Alistair,1998-10-08,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Alistair_Johnston
4571,P-88529,Jong-gyu,Yoon,1998-03-20,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Yoon_Jong-gyu
4595,P-62033,Jović,Luka,1997-12-23,0,0,0,0,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Luka_Jovi%C4%87
4615,P-61172,Jun-ho,Son,1992-05-12,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Son_Jun-ho_(footballer)
4624,P-64292,Jung,Woo-young,1989-12-14,0,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Jung_Woo-young
4629,P-92812,Júnior,Vinícius,2000-07-12,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Vin%C3%ADcius_J%C3%BAnior
4631,P-16484,Juranović,Josip,1995-08-16,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Josip_Juranovi%C4%87
4692,P-62952,Kamada,Daichi,1996-08-05,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Daichi_Kamada
4698,P-83610,Kamiński,Jakub,2002-06-05,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Jakub_Kami%C5%84ski
4701,P-74612,Kanaanizadegan,Hossein,1994-03-23,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Hossein_Kanaanizadegan
4703,P-58924,Kane,Harry,1993-07-28,0,0,0,0,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Harry_Kane
4713,P-87514,Kang-in,Lee,2001-02-19,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Lee_Kang-in
4716,P-91268,Kanno,Mohamed,1994-09-22,0,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Mohamed_Kanno
4728,P-24134,Karačić,Fran,1996-05-12,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Fran_Kara%C4%8Di%C4%87
4744,P-68842,Karimi,Ali,1994-02-11,0,0,0,1,0,1,2022,"https://en.wikipedia.org/wiki/Ali_Karimi_(footballer,_born_1994)"
4772,P-53272,Kawashima,Eiji,1983-03-20,0,1,0,0,0,4,"2010, 2014, 2018, 2022",https://en.wikipedia.org/wiki/Eiji_Kawashima
